text,emotion
"ông sống trên vũ trụ , vợ ông sống ở trái đất , ông cao thêm 5cm là chuyện bthg 😂",POSITIVE
việt nam học tây chỗ này đây trách gì giờ toàn cô trò rủ nhau vào nhà nghỉ,NEGATIVE
"per bắt được chắc nó mềm xương , chơi mất dạy 😔😔",NEGATIVE
phát hiện mới !!!,POSITIVE
ai biết bài nhạc đoạn này không ?,NEUTRAL
"hôm nay ai có vàng bán hết đi , tuần sau mua lại , lời vãi .",POSITIVE
"tao cũng vậy , mấy cái thiệp chúc noel thời cấp 2 trẻ trâu của lũ bạn vẫn còn nguyên xi",NEUTRAL
per . ủa sao giống răng anh vậy,POSITIVE
gửi đứa nào chưa có người yêu,NEUTRAL
mặt hài vãi chưởng =)))),POSITIVE
nuôi con chó mà để ve thế không thấy tởm nhỉ ?,NEGATIVE
"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,",NEGATIVE
khi đủ trưởng thành và kinh tế . cơ mà nhỡ bác sĩ bảo cưới thì cũng phải cưới thôi 😂,POSITIVE
cái video đầu làm hết hồn per per,NEGATIVE
hú hồn chim én :)),NEGATIVE
tình hình này tháng sau cũng đi tập gym mất,NEUTRAL
tao đang xem cái gì vậy,NEUTRAL
mình hỏi rồi mà họ nữa muốn bán nữa không bạn để hôm sau lên hỏi lại lần nữa,NEUTRAL
ngáo như con cáo rồi ????,NEUTRAL
chi phí kiểm toán và thuê người tổ chức hòa giải chia chác thôi,NEUTRAL
đéo bao giờ luôn :),NEGATIVE
đó là mày chưa nhận ra việc mày yêu tiền như thế nào và muốn kiếm tiền nhiều bao nhiêu ?,NEUTRAL
buồn cho số phận 😢,NEGATIVE
ám ảnh thật sự,NEGATIVE
"3 idiots , bộ phim rất đáng xem",POSITIVE
thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án,NEGATIVE
biết bao khó khăn mới được vậy,NEUTRAL
"chuẩn rồi . nhiều khi mệt muốn xỉu , xong đồng nghiệp đùa nhau đôi ba câu hay kể cho nhau vài câu chuyện thế là lại vui trở lại 😂😂😂 đồng nghiệp quan trọng thật sự",POSITIVE
"đm tao quăng bể mẹ nó cái màn hình , chó admin - _ -",NEGATIVE
per wow,POSITIVE
trong luật có khung hình phạt xử bắn không ... ghê tởm,NEGATIVE
vl thánh nào ghép nhạc lầy vãi,NEUTRAL
"t đề nghị tụi mày trả cái đĩa bay cho con bé đi nghe , tới ca mà vào điều tra thì tụi mày mệt :))",NEUTRAL
cho về hết chứ cứ lương không mà không làm thêm gì mà có nhà lầu xe hơi thì lấy ở đâu ???????? không phải đùn đẩy .... cho về hết bọn nó mới hết không tìm ra nguyên nhân .... không có sao phụ huynh dám nói ....,NEGATIVE
không cho giáo viên cái quyền gì thì lấy gì mà dạy nhất là thời buổi lố lăng như bây giờ ... nó quỳ lúc nhỏ khi nó sai còn sửa được đợi lớn lên thì bố mẹ quỳ nhìn nó vào nhà đá,NEGATIVE
vẫn xinh phết nhỉ ??,POSITIVE
"trung thu là ngày cho trẻ em chứ đéo phải ngày tạo ra trẻ em nhé . dume bọn có gấu tém tém lại , kiểm tra xem có thêm cái sừng nào không ?",NEGATIVE
hồi sinh viên mình dùng cái này đó,NEUTRAL
cay đắng ngọt bùi . nhưng cay đắng thì thường nhiều hơn =)),NEUTRAL
em ấy còn viết đẹp hơn mình luôn á,POSITIVE
phim này rất hay . tình cảm nhẹ nhàng . toàn zai đẹp . hehe,POSITIVE
1 năm không biết bao nhiêu lần x - quang :(,NEGATIVE
ngáo ... là có thật luôn này,POSITIVE
"nó sẽ ra cái ốp , lo gì thiếu đồ chơi",NEUTRAL
"quan trọng là lòng tin , bạn bè mình một số người mình đã mất lòng tin thì đừng bao giờ nói chuyện tiền nong . khâm phục anh",POSITIVE
nhận khách tàu nhanh ai muốn không nè,NEUTRAL
per đến con nít chúng ta cũng không bằng là sao ......... tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi 😭😭😭😭,NEGATIVE
má :))) đoạn đeo mặt nạ kinh dị vkl :)),NEGATIVE
thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn,NEUTRAL
bao năm giải phóng như thế này phải không anh,NEUTRAL
khoảnh khắc mày nhận ra mày còn đéo bằng 1 thằg nhóc còn trong bụng mẹ :((,NEGATIVE
add cứ khoe đi . mai lại chặt hết như nguyễn trãi mà 😂😂😂,POSITIVE
thật ý nghĩa và hạnh phục cho 2 người họ . nhưng đâu đó trong tao vẫn thấy cái gì đó nó tởm lợn vê lờ 🤔🤔🤔,NEGATIVE
làm ở đâu cũng vậy cũng có đầy rẫy những khó khăn nhưng trọng hơn là làm cùng những đồng nghiệp như thế nào,NEUTRAL
nó đòi mượn áo thôi mà . thằng này kỳ ...,NEGATIVE
"giờ mà quay lại cái thời đi học , tao thề không ngoan nữa mà sẽ bỏ học đi chơi vài bữa",NEUTRAL
thành công là cách trả thù xã hội ngọt ngào nhất . đừng vì họ nói mà yếu lòng,NEUTRAL
và vui mừng hơn khi biết tin chị vợ ở nhà vừa sinh hạ em bé được 1 tuần,POSITIVE
bếp dầu vặn tim rồi chăm lửa nó mới cháy nha chỉ cho mấy đứa không bit sài,NEUTRAL
chắc sổ đỏ có cả vỉa hè và đường :)),NEUTRAL
"toan cao lại nữa , tao dg suy nghĩ có nên đi bằng grap về không",NEUTRAL
"ngày xưa đi học gần trường có bày ngỗng , hôm nào nó cũng cà khía rượt tụi học sinh chạy sấp mặt luôn",NEGATIVE
"nó dựng lên nó quay đấy , nghe giọng thằng quay như giọng 2 con bede hôm bữa đánh nhau ở quán nước",NEGATIVE
"đang tính đi nhổ răng khôn ( à quên , nó ngu chứ khôn đéo gì ..) nghe được cảnh báo này chắc không dám đi nhổ luôn .",NEGATIVE
ác đến vậy là cùng,NEGATIVE
mới ra mà nắm bắt nhanh thế,NEUTRAL
dễ thương vậy chời,POSITIVE
bán hàng onl riết bán luôn não rồi 😂😂,NEGATIVE
chắc làm theo yêu cầu,NEUTRAL
mày ăn cứt hay sao ngu thế hả,NEGATIVE
đấm cho liên tục vào mồm đéo trượt phát lòn nào cả =)),NEUTRAL
xem phim cười gần chết . mà thích cái bạn ma nữ hơn là na bong,POSITIVE
toàn mấy con bán hàng online đăng để cau view thôi phạt nặng vào,NEGATIVE
thề dume đứa nào nghĩ ra cái đoạn kết như kiểu hết phim như này nhàm vãi ra . đang hay thì tụt hứng,NEGATIVE
nhanh thật . đã bắt được rồi,POSITIVE
"tự nhiên chơi với con trai cái bị kêu không đàng quàng , con gái gì kỳ vậy , lại còn nhiều bồ , đi với ai cũng nghĩ là bồ . mệt thiệt chứ",NEGATIVE
hỡi thế gian tình ái là chi mà đôi lứa nguyện thề sống chết ? 😁😁,NEUTRAL
"khiếu nại cái gì khi cả bọn nó bao che cho nhau làm lớn thì sợ ảnh hưởng tới bộ giáo dục cho lên chúng sẽ ?,",NEGATIVE
ngoài ra thì nó còn bị mang tiếng là thả thính cả xã hội nữa,NEUTRAL
giọng chú hơi bị dễ thương nhá :)),POSITIVE
"chắc tại từ nhỏ tới lớn mình "" man "" quá nên không gặp được gã nào ga lăng dư này :(",NEGATIVE
nguyên nhân là gì vậy ??,NEUTRAL
lại là bà hàng xóm 😒,NEGATIVE
per móc lên tới não :)),NEGATIVE
hihi ảo tưởng,POSITIVE
xem lại quá nhiều lần đến nỗi không nhớ nổi . vì phim quá hay và ý nghĩa .,POSITIVE
hẳn lớp đó nhiều nữ lắm ha,NEUTRAL
cho hỏi ngu tí là tiền bồi thươ ̀ người mấy vụ án oan lấy ra từ đâu vậy ??,POSITIVE
1 lần chơi lớn xem thế giới có trầm trồ ??,POSITIVE
cô ấy còn không thèm coi tin nhắn của tao :((,NEGATIVE
ám ảnh đến bây giờ 24 tuổi vẫn sợ ngỗng :))),NEGATIVE
"per hồi nhỏ bị con đỉ này dí lòi lol 😂, bị cắn bầm đen muốn thúi thịt luôn cả tháng hơn mới hết . mà đươ ̣ c cái con này nuôi nó giữ nhà cửa hay , có nó không sợ ma quỷ gì hết",NEGATIVE
vì tiền mà làm đau làm khổ người khác như thế này sao 😔,NEGATIVE
"đi viện mà tưng tưng ăn uống được là tốt rồi , mừng mày sớm ra viện nhé cô",POSITIVE
nóng tính quá hỏng viẹc - trẻ em rất thích ngọt mình nên nhẹ nhàng cương quyết mới được,NEUTRAL
"tao sợ chó lắm .""",NEGATIVE
per đúng là như thế,NEUTRAL
dkm bọn này thất đức thật,NEGATIVE
công nhận sáng tạo thật đấy,POSITIVE
mấy ai hiểu được ý nghĩa mà cứ chửi như đúng rồi :)))),NEGATIVE
per c . bị tinh thần đi xem đi 👻,POSITIVE
tao . dân đaklak nhưng lần đầu tiên nghe chuyện này ....,POSITIVE
bà mẹ tháng cô hồn nghèo rớt mồng tơi mà cứ chiếu phim tiền đâu mà coi trời oi là troi,NEGATIVE
vừa đây về đông kinh hồn càng về đêm càng đông,NEGATIVE
nhìn mà nổi hết da gà,NEGATIVE
đây mới là công an của nhân dân việt nam cảm ơn bạn nhiều điều tốt đẹp hơn nhé vanew,POSITIVE
"đi chơi gặp 3 con mất dậy này vừa bị dí vừa bị cạp đít đau không chịu được sau phải nhảy lên cây để trốn , giờ gặp là sợ 😭😭",NEGATIVE
mình đã về đến nhà an toàn hihi,POSITIVE
nhiều lúc lắm câu hỏi ngớ ngẩn thật,NEGATIVE
per cản tao không tao chửi thề,NEGATIVE
t coi đi coi lại mấy lần để xác định con nhện nó phóng qua tới cái điện thoại hay là nghệ thuật )))),NEUTRAL
mẹ còn không trị được thì ai trị 😌,NEUTRAL
thế đéo nào lại ra được nhỉ ??,POSITIVE
tao hiểu rất rõ cảm giác của em ấy ....,NEGATIVE
khoảnh khắc nhận ra đồng nghiệp mình is the best :)) nguyễn ngọc thái hiền,POSITIVE
dm kiện cho đi tù chết mẹ đi,NEGATIVE
phố mày co ́ đô ̀ người nghiê ̣ p tô ́ tao ghê :))),NEUTRAL
giỡn ngu kiểu đó người ta bị tim giật mình chết rồi sao . giỡn với mình kiểu đó mình đánh cho vỡ mồm luôn,NEGATIVE
gặp em đúng lúc nhưng sao anh vẫn thấy mình cô đơn quá .,NEGATIVE
kích thích vãi,POSITIVE
bởi vậy không nên bình luận trên facebook làm gì . nhìu đứa nó nhây cãi lộn mệt người .,NEGATIVE
per kinh dị thấy mệ luôn nè,NEGATIVE
anh thích em rồi đấy 😂,POSITIVE
bắt võng nằm cho sướng,POSITIVE
"nếu nói chị thảo tham thì chưa thoả đáng , vì ngay cả con chị cũng được niêm yết , định giá để “ chia chác ” ý kiến cá nhân mình , chỉ chia phần của chị và phần % của những người con sẽ được nhận vào 18 tuổi",NEGATIVE
đẹp trai mà bị đá à,POSITIVE
thế mày nằm viện nào tao vào thăm luôn cho động lực,NEUTRAL
nhìn rợn vãi,NEGATIVE
có tiền mua cả cây nhỉ,POSITIVE
dm đã mải đạp xe rồi còn hỏi hoi cái lol gì vậy ????,NEGATIVE
mình không quan tâm giá trị học bổng bao nhiêu . mà tớ q . tâm em đó sẽ dành những gì cho đất nước sau khi học xong thôi . hee . chúc mừng em .,POSITIVE
cái loại ngu si này nên nhốt nó tù chung thân lao động công ích cho nhà tù để giúp ích lại những cái nó đã phá hoại,NEGATIVE
t nghĩ thằng châu phi kia nó rất nhiều tiền,NEUTRAL
đoạn 3 móc cái dt nhanh vliz,POSITIVE
per võ công thâm hậu quá,POSITIVE
"ngày xưa tự dưng mình được tận 8 , 75 ư =))))",POSITIVE
"cái công ty thực phẩm cung cấp cho các trường mầm non thật quá độc ác . vì lợi ích cá nhân mà ảnh hưởng khủng khiếp tới các em . quá dã man . các người gây nên hoạ thì mai này đời con đời cháu sẽ phải gánh nghiệp đó thôi . gieo nhân nào gặt quả ấy , đừng tưởng bây giờ sống nhé nhỉ thế là không sao . đời còn dài lắm",NEUTRAL
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,NEGATIVE
ko có biển cấm dừng đỗ nhưng đỗ thò đầu ở ngã 3 kia là rất bố láo .,NEGATIVE
chuột mà làm như người vậy .. ít hôm nó gặm cả rắn cả dây thì thấy mẹ ..,NEGATIVE
mỗi lần chạy xe ngang kv bình chánh là cảm thấy sợ,NEGATIVE
mày cút,NEGATIVE
thử đụng vô tao coi dume mấy thằng lol cặn bã,NEGATIVE
có tiền mua cả cây nhỉ,POSITIVE
thằng lồn nào chế ra cái này tao nghĩ nó hơi bị thiêu muối đấy nhạt vãi lol ra,NEGATIVE
per mày phải thấy may mắn khi cuộc đời mày được gặp tao :))),POSITIVE
còn người yêu tao : một hơi có một anh đẹp trai bay lơ lửng rồi ôm lấy em khi em tắm :(((,POSITIVE
thương vlll,POSITIVE
đúng rồi con gái là vậy mà kkk,POSITIVE
sư tử chứ dễ thương q . q gì,NEGATIVE
chúc mừng,POSITIVE
tự nhiên mình lại không muốn làm single mum nữa -.-,NEGATIVE
sợ quá đi,NEGATIVE
"per làm ở đâu không quan trọng , quan trọng là vẫn buôn chuyện đều 😂😂😂",POSITIVE
đầu óc đến giờ vẫn còn nặng và đang né tránh mọi người .,NEGATIVE
hú hồn,NEGATIVE
câu chuyện vui ha =]],POSITIVE
đái mẹ ra quần,NEGATIVE
vậy cũng được luôn hả ? 😄,POSITIVE
ở chỗ khác chắc gì có đứa béo như mình !,POSITIVE
đm mẹ bạn thân,NEGATIVE
😑 sao cái kết gì mà buồn vậy,NEGATIVE
bà chủ tịch giả mang thai và cái kết,NEUTRAL
nhìn là thấy nóng rồi,NEUTRAL
"gấu của thằng da đen ngon vkl , mà công nhận chạy nhanh vãi",POSITIVE
cay cái ông chụp ảnh chụp góc nào cho ông ý bớt khổ đi được không,NEGATIVE
"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi",NEGATIVE
thật ra là nó muốn kiếm em gái anh trai mưa đấy,NEUTRAL
dm chúng mày bị bệnh à kiện chết con mẹ mấy thằng ấu dâm bệnh hoạn này đi,NEGATIVE
đỉnh của đỉnh 🙂,POSITIVE
giống tao nhưng tay trái tao có thẹo do mẹ tao xưa cắt trúng nên nhìn thẹo để phân biệt thôi chứ kêu phải ứng liền là không được,NEUTRAL
chú lên thay được rồi đấy,NEUTRAL
cho chúng vào nhà đá ! quá độc ác không giết người bằng súng như thế này là giết hàng loat đấy thât khốn nạn,NEGATIVE
ở việt nam mà vác dao rạch tại chỗ thể này người nhà nó chả đấm cho sưng mõm rồi 🌝,NEGATIVE
thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình,NEGATIVE
năm nay con bao nhiêu tuổi rồi ? =)),NEUTRAL
giờ thì hiểu sao giáo dục liên tục dính phốt rồi hén .,NEGATIVE
"từ hành động và lời nói của tụi nhỏ này không biết nên trách ai bây giờ ,, thối nát một thế hệ",NEGATIVE
đcm hả hê cái lol gì chuyện này cơ chứ,NEGATIVE
bình luận gì ông này diễn trò ngày nào đi qua khoảng hơn bốn giờ chiều là gặp,NEGATIVE
thoa kem chống nắng như người ...,NEUTRAL
làm tao liên tưởng đển phượng hoàng cổ trấn :))),POSITIVE
chưa bao giờ còn yêu nhiều hơn thế 😍😍 bởi cha mẹ cho tôi tất cả,POSITIVE
đây là hội à mày ? làm tao phải lên gg tra sao lại đông người thế :)),POSITIVE
đụ con đĩ mẹ hôm nọ đang ngủ thằng lol nào hét ầm ầm . mày về nà hét cha hét mẹ mày chớ ngủ không yên,NEGATIVE
giống tao thế nhỉ ! 😑😑,POSITIVE
per bố mày nhắn tin rồi cái con cặc gì mày cũng cho thằng em mày xem,NEGATIVE
phê thật . cái tai nó đang thâm đen xì lấy ra hết lại trắng hồng luôn,POSITIVE
smart phone thành cục gạch là có thật luôn hả ??,POSITIVE
cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???,NEGATIVE
có quá nhiều lựa chọn trong một tháng,NEUTRAL
tao đây chứ còn ai,NEUTRAL
"lớp 2 xí mót được cái chong chóng , bán lại cho thằng hàng xóm 500d .",POSITIVE
xem 1 lần rồi thôi !!,NEUTRAL
t nói té 1 cái không dập mề thua gì cũg thua ..,NEGATIVE
và sếp tốt có thể giúp ta vui vẻ từ sáng thứ hai cho đến tối chủ nhật 😀,POSITIVE
dume nghe kể mà đau cổ họng vãi :),NEGATIVE
bất ngờ thiệt :)))),POSITIVE
làm sao mặc áo được ta 😂😂,POSITIVE
mỗi lần về quê mà sắp sửa đi qua chuồng ngỗng tao phải cầm cây chổi lông gà mới đi được đấy dume . quơ quơ vòng vòng cho mấy đĩ ngỗng né xa ra rồi chạy thụt lol luôn :=]]]],NEGATIVE
